"Index","Variant","Region, subregion, country or area *","Notes","Location code","ISO3 Alpha-code","ISO2 Alpha-code","SDMX code**","Type","Parent code","Year","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"46","Estimates","World",NA,"900",NA,NA,"1","World","0","1995","26.293","47.054","71.773","98.314","125.11","150.746","169.148","179.48","183.292","181.36","175.303","165.859","155.281","143.587","130.3","117.766","104.711","93.961","87.831","80.189","70.04","60.119","50.294","42.671","36.035","29.968","24.449","18.868","14.224","10.472","7.59","5.724","4.312","3.216","2.174"
"47","Estimates","World",NA,"900",NA,NA,"1","World","0","1996","25.205","45.121","69.354","96.503","122.994","149.101","167.097","177.265","181.124","179.387","173.34","164.08","152.991","141.793","129.818","116.747","104.665","92.159","82.184","76.745","70.052","60.954","51.619","42.525","35.482","29.478","23.51","18.222","13.558","9.937","7.309","5.444","4.114","3.062","2.025"
"48","Estimates","World",NA,"900",NA,NA,"1","World","0","1997","24.344","43.849","67.44","94.173","121.29","145.665","162.944","172.979","177.36","176.421","171.191","162.628","152.268","140.8","129.747","118.132","105.544","93.762","81.922","72.5","67.444","61.114","52.255","43.482","35.209","28.946","23.213","17.682","13.281","9.642","7.021","5.244","3.891","2.889","1.899"
"49","Estimates","World",NA,"900",NA,NA,"1","World","0","1998","24.369","43.321","66.871","92.921","118.615","144.57","161.4","170.994","174.807","173.63","168.327","160.022","149.774","138.747","127.508","116.974","106.192","94.211","83.286","72.342","63.762","58.977","52.537","44.231","36.197","28.753","22.742","17.37","12.778","9.382","6.757","5.011","3.726","2.705","1.767"
"50","Estimates","World",NA,"900",NA,NA,"1","World","0","1999","23.985","42.477","64.833","90.992","117.397","141.833","159.089","168.527","172.398","171.511","166.919","159.219","149.668","138.708","127.605","116.378","106.127","95.357","83.849","73.438","63.166","55.314","50.344","44.225","36.629","29.499","22.634","17.101","12.67","9.124","6.62","4.849","3.572","2.608","1.672"
"51","Estimates","World",NA,"900",NA,NA,"1","World","0","2000","23.395","42.141","64.243","89.273","116.121","140.634","158.148","168.088","172.378","172.093","168.123","161.055","151.817","141.117","129.664","118.007","106.414","95.824","85.24","74.141","64.204","54.838","47.25","42.547","36.901","30.147","23.442","17.212","12.615","9.097","6.412","4.725","3.437","2.487","1.6"
"52","Estimates","World",NA,"900",NA,NA,"1","World","0","2001","22.656","41.065","63.826","88.603","113.531","138.001","154.533","163.953","168.257","168.18","164.812","158.416","150.032","140.018","129.324","117.844","106.344","95.001","84.872","74.879","64.56","55.465","46.585","39.547","35.173","30.07","23.626","17.577","12.488","8.903","6.324","4.586","3.375","2.427","1.559"
"53","Estimates","World",NA,"900",NA,NA,"1","World","0","2002","21.403","38.97","61.073","86.651","111.483","135.569","152.683","161.818","165.929","165.792","162.318","156.135","148.236","138.938","128.905","118.542","107.294","96.055","85.022","75.127","65.407","55.743","47.008","38.706","32.402","28.608","23.527","17.706","12.751","8.842","6.211","4.545","3.299","2.411","1.548"
"54","Estimates","World",NA,"900",NA,NA,"1","World","0","2003","20.422","36.938","58.369","83.739","110.452","134.448","151.48","160.944","164.787","164.451","160.913","154.646","146.783","137.762","127.974","117.791","107.28","96.066","85.07","74.597","65.282","56.636","47.562","39.5","32.171","26.794","22.66","17.808","12.956","9.081","6.173","4.451","3.243","2.334","1.519"
"55","Estimates","World",NA,"900",NA,NA,"1","World","0","2004","18.87","34.168","54.174","79.066","106.111","133.329","151.262","161.267","165.403","164.845","161.111","154.98","147.193","138.347","128.837","118.689","108.058","97.194","85.878","75.146","65.054","56.637","48.315","39.907","32.788","26.617","21.239","17.197","13.11","9.301","6.367","4.425","3.184","2.314","1.495"
