"","i","avg_r","age","sex","primary","secondary","born"
"458","GA1809",0.00932526525198939,47,2,6,8,1
"459","GA3212",0.00629973474801061,65,2,5,9,1
"460","GA2643",0.00422745358090186,39,1,2,2,1
"461","GA808",0.00746021220159151,37,2,5,2,0
"462","GA3374",0.00339854111405836,36,1,2,1,1
"463","GA2637",0.00538793103448276,60,1,5,2,1
"464","GA2904",0.00625828912466843,33,1,4,5,1
"465","GA549",0.00364721485411141,36,1,1,6,1
"466","GA281",0.00538793103448276,37,1,1,9,1
"467","GA2307",0.00364721485411141,33,1,3,5,1
"468","GA3089",0.00252818302387268,37,2,1,1,0
"469","GA1064",0.00820623342175066,39,1,9,6,1
"470","GA318",0.00625828912466843,45,1,2,8,1
"471","GA2156",0.00364721485411141,36,2,3,5,1
"472","GA2301",0.00397877984084881,20,2,2,4,0
"473","GA1109",0.0013262599469496,20,2,2,0,0
"474","GA1353",0.00588527851458886,38,2,4,2,1
"475","GA1668",0.00331564986737401,39,1,4,2,1
"476","GA305",0.0028183023872679,37,1,1,6,1
"477","GA190",0.001657824933687,51,1,2,1,1
"478","GA840",0.0029840848806366,60,1,0,4,1
"479","GA2372",0.00828912466843501,52,1,1,14,0
"480","GA2342",0.000994694960212202,30,1,1,1,0
"481","GA1069",0.000663129973474801,26,2,1,0,0
"482","GA1664",0.00381299734748011,36,1,1,6,1
"483","GA941",0.0023209549071618,36,1,3,1,1
"484","GA151",0.00576094164456233,28,1,4,5,1
"485","GA1228",0.000663129973474801,52,2,1,0,1
"486","GA1618",0,38,2,0,0,1
"487","GA3067",0.00431034482758621,55,2,4,2,1
"488","GA1425",0.000663129973474801,39,2,1,0,0
"489","GA1947",0.00489058355437666,40,2,3,6,1
"490","GA460",0.00870358090185676,28,2,3,1,0
"491","GA1679",0.0024867374005305,35,2,2,2,0
"492","GA625",0.00273541114058355,37,2,2,0,1
"493","GA1132",0.0026525198938992,24,2,1,1,0
"494","GA67",0.00737732095490716,22,2,3,5,0
"495","GA818",0.00580238726790451,52,2,3,10,1
"496","GA490",0.00513925729442971,32,2,3,6,1
"497","GA488",0.00414456233421751,40,2,2,7,1
"498","GA1339",0.00625828912466843,50,2,2,8,1
"499","GA651",0.00356432360742706,42,2,2,2,1
"500","GA2958",0.00402022546419098,40,2,0,5,0
"501","GA803",0.00364721485411141,41,2,5,1,0
"502","GA2822",0.00737732095490716,27,1,3,5,1
"503","GA693",0.00455901856763926,45,2,3,1,1
"504","GA2861",0.0029840848806366,31,2,3,3,0
"505","GA3141",0.0026525198938992,36,2,2,4,1
"506","GA2984",0.00547082228116711,55,2,4,7,1
"507","GA988",0.0013262599469496,34,2,1,1,1
"508","GA185",0.00526359416445623,28,2,3,1,1
"509","GA1964",0.00414456233421751,41,2,1,4,1
"510","GA1696",0.00787466843501326,45,2,7,9,1
"511","GA299",0.00447612732095491,58,2,2,8,1
"512","GA869",0.00580238726790451,53,1,2,10,1
"513","GA884",0.000663129973474801,48,1,0,2,1
"514","GA1352",0.0023209549071618,33,1,1,5,0
"515","GA2302",0,39,1,0,0,1
"516","GA1810",0.00397877984084881,19,2,2,2,0
"517","GA708",0.00373010610079576,19,2,2,3,0
"518","GA2168",0.0102785145888594,50,2,2,16,1
"519","GA1034",0.00721153846153846,38,1,5,11,1
"520","GA3204",0.00522214854111406,21,2,1,5,0
"521","GA2632",0.00381299734748011,50,1,2,5,1
"522","GA409",0.00455901856763926,40,2,4,3,1
