"","i","avg_r","age","sex","born"
"184","GA3379",0.00565055031446541,19,1,1
"185","GA1061",0.00619103773584906,19,1,1
"186","GA966",0.00384346610761705,19,1,1
"187","GA1043",0.0060272536687631,19,2,1
"188","GA3539",0.00587438853948288,19,2,1
"189","GA1736",0.00419287211740042,19,1,1
"190","GA2733",0.00728839098532495,19,2,1
"191","GA865",0.00454227812718379,20,1,1
"192","GA1797",0.00174703004891684,20,1,1
"193","GA676",0.00482617051013277,20,1,1
"194","GA1001",0.00574336128581412,20,2,1
"195","GA1103",0.00624563242487771,20,1,1
"196","GA1748",0.00541579315164221,20,2,1
"197","GA2799",0.00301362683438155,20,2,1
"198","GA1096",0.0100454227812718,20,1,1
"199","GA741",0.00419287211740042,20,1,1
"200","GA2083",0.00517557651991614,20,1,1
"201","GA1798",0.00361416841369672,20,1,1
"202","GA3109",0.00604909154437456,20,1,1
"203","GA2567",0.00901904262753319,20,2,1
"204","GA1008",0.00672606568832984,20,2,1
"205","GA3174",0.00349406009783368,20,2,1
"206","GA822",0.004979035639413,21,1,1
"207","GA632",0.00725563417190776,21,2,1
"208","GA2161",0.00530660377358491,21,1,1
"209","GA1887",0.00584163172606569,21,1,1
"210","GA2610",0.00767601327742837,21,2,1
"211","GA1080",0.00443308874912648,21,1,1
"212","GA2377",0.00452044025157233,21,1,1
"213","GA107",0.00482617051013277,21,1,1
"214","GA2616",0.00762687805730259,21,1,1
"215","GA3254",0.00618011879804333,21,1,1
"216","GA1769",0.0118033717679944,21,1,1
"217","GA2789",0.00572152341020266,21,2,1
"218","GA2204",0.00502271139063592,21,2,1
"219","GA3476",0.00943396226415094,21,2,1
"220","GA1562",0.00473881900768693,21,2,1
"221","GA3599",0.00541579315164221,21,2,1
"222","GA2905",0.00358141160027952,21,2,1
"223","GA1308",0.00864779874213836,25,1,1
"224","GA3519",0.00584709119496855,22,1,1
"225","GA2109",0.00262054507337526,22,1,1
"226","GA855",0.00511006289308176,22,1,1
