"","i","avg_r","age","sex","primary","secondary","born"
"187","GB1217",0.00666666666666667,46,2,4,0,1
"188","GB599",0.00625,30,2,3,1,1
"189","GB1593",0.00791666666666667,44,2,3,2,1
"190","GB144",0.00885416666666667,23,2,2,4,1
"191","GB2063",0.00979166666666667,27,2,4,2,0
"192","GB939",0.0127083333333333,38,2,6,2,1
"193","GB2087",0.00916666666666667,65,2,2,3,1
"194","GB3273",0.00916666666666667,48,2,1,9,1
"195","GB1799",0.011875,32,2,4,4,1
"196","GB1118",0.0116666666666667,56,2,6,2,1
"197","GB3169",0.0139583333333333,26,2,0,11,1
"198","GB321",0.00604166666666667,40,2,2,1,1
"199","GB1916",0.011875,38,2,4,4,1
"200","GB3515",0.0104166666666667,57,2,5,2,1
"201","GB594",0.0116666666666667,22,2,6,1,1
"202","GB3453",0.00833333333333333,59,2,2,2,1
"203","GB3001",0.0144791666666667,24,2,3,5,1
"204","GB358",0.0126041666666667,43,2,5,4,1
"205","GB1366",0.0116666666666667,49,2,4,6,1
"206","GB2102",0.00375,45,2,1,2,1
"207","GB558",0.0177083333333333,38,2,5,7,1
"208","GB1595",0.0145833333333333,31,2,1,10,1
"209","GB2072",0.0116666666666667,36,2,6,1,1
"210","GB351",0.0166666666666667,60,2,7,6,1
"211","GB1949",0.00979166666666667,45,2,4,1,1
"212","GB3454",0.0075,32,2,3,3,1
"213","GB1779",0.005,25,2,2,1,0
"214","GB857",0.014375,45,2,8,0,1
"215","GB646",0.009375,31,2,2,2,1
"216","GB2399",0.0110416666666667,70,2,5,2,1
"217","GB1612",0.00166666666666667,56,2,0,2,1
"218","GB3023",0.00333333333333333,35,2,2,0,0
"219","GB3008",0.0127083333333333,22,2,1,7,1
"220","GB918",0.00994791666666667,28,2,4,2,1
"221","GB25",0.0177083333333333,46,1,5,7,1
"222","GB816",0.0146875,22,2,3,3,1
"223","GB2182",0.0108333333333333,22,2,3,3,1
"224","GB509",0.00458333333333333,30,2,1,3,1
"225","GB2491",0.0147916666666667,61,2,5,4,1
"226","GB2045",0.005,51,1,2,2,1
"227","GB1261",0.00625,39,1,2,2,1
"228","GB2918",0.00916666666666667,65,2,4,2,1
"229","GB1746",0.0126041666666667,40,2,5,4,1
"230","GB2586",0.01125,36,2,1,8,1
"231","GB3574",0.00208333333333333,57,1,0,2,1
"232","GB3358",0.00791666666666667,58,1,1,4,1
"233","GB1100",0,48,1,0,0,1
"234","GB2265",0.0141666666666667,21,2,4,3,1
"235","GB623",0.00791666666666667,56,2,2,3,0
"236","GB2383",0.0120833333333333,51,1,2,7,1
"237","GB560",0.00666666666666667,51,2,2,4,1
"238","GB2615",0.00854166666666667,23,1,2,1,0
"239","GB3388",0.0139583333333333,51,2,5,5,1
"240","GB592",0,26,1,0,0,0
"241","GB1140",0.00791666666666667,29,1,0,5,0
"242","GB807",0,22,1,0,0,0
"243","GB2423",0.005,34,1,2,2,1
"244","GB473",0.005,36,1,2,2,1
"245","GB525",0.005,40,1,2,2,1
"246","GB2075",0.0025,52,1,1,1,1
"247","GB2501",0.01125,41,1,1,8,1
"248","GB3167",0.0170833333333333,69,1,8,4,1
"249","GB3184",0.0145833333333333,67,1,5,7,1
"250","GB2429",0.00625,47,2,2,0,1
"251","GB2908",0.00541666666666667,65,1,2,1,0
"252","GB2840",0.00166666666666667,41,1,0,1,0
"253","GB3505",0,19,2,0,0,0
"254","GB1226",0.00333333333333333,23,2,2,0,0
"255","GB335",0.00333333333333333,54,2,2,0,1
"256","GB2474",0.00333333333333333,46,2,2,0,0
"257","GB1154",0.00166666666666667,48,2,1,0,1
"258","GB779",0.00520833333333333,55,1,0,2,NA
"259","GB3580",0.00979166666666667,25,1,4,2,NA
"260","GB3560",0.00864583333333333,37,2,4,1,NA
